,UNC_YEAR,HSCD,COUNTRYCD,COUNTRYNM,TRADE_COUNTRYCD,TRADE_HSCD,TARIFF_AVG,SNDIST,NY_GDP_MKTP_CD,NY_GDP_MKTP_CD_1Y,SP_POP_TOTL,PA_NUS_FCRF,IC_BUS_EASE_DFRN_DB,KMDIST,TRADE_HSCD_COUNTRYCD,KR_TRADE_HSCD_COUNTRYCD
34,2018,190590,704,Viet Nam,238190033672,22234640370.0,25.0,6793.862684000001,245213686369,223779865815,95540395.0,20933.41667,66.9796,2740.135254,46149203.0,7576766.5
35,2018,190590,710,South Africa,96117430662,22234640370.0,12.5,7930.587372,368288939768,349554116684,57779622.0,9.655056069,65.32778,13723.41309,46674092.0,199972.61
36,2018,190590,724,Spain,380074959825,22234640370.0,2.8,4963.416699,1422153839841,1312539279462,46797754.0,,77.62772,10012.6416,537797016.0,420154.12
37,2018,190590,757,Switzerland,289593607423,22234640370.0,10.0,4352.663919,705140620047,679950481623,8514329.0,0.926903548,76.60784,8878.165039,370266892.0,210103.23
38,2018,190590,784,United Arab Emirates,254510973245,22234640370.0,4.6,5311.051054,422215043585,385605506855,9630959.0,3.6725,79.30036,6909.236328,288881972.0,3244326.0
39,2018,190590,792,Turkey,234394880098,22234640370.0,6.6,3503.36073,778381859841,858988610574,82319724.0,1.903768242,70.9145,7967.700684,37295563.0,182665.5
40,2018,190590,818,Egypt,94326188483,22234640370.0,18.7,3904.990177,249712999437,235733695652,98423595.0,6.870325,55.797630000000005,8497.368164,1374724.0,4142.451
41,2018,190590,826,United Kingdom,723877103929,22234640370.0,2.8,4893.2409,2860667727552,2666229179958,66460344.0,0.639660578,83.21535,8875.389648,1916924416.0,1207794.8
42,2018,190590,842,USA,2629608381499,22234640370.0,,7709.062611,20580159776000,19519353692000,326687501.0,1.0,83.35240999999999,11065.70215,3608337830.0,56162508.0
43,2018,190230,12,Algeria,42196119729,2956761018.0,29.9,7208.084423,175405660377,170163165961,42228429.0,100.6914333,46.226859999999995,9954.009766,795971.0,133317.25
44,2018,190230,36,Australia,240422685574,2956761018.0,2.8,10825.56719,1432881172002,1329188475752,24982688.0,1.035843097,80.76007,8329.652344,142720246.0,17826286.0
45,2018,190230,40,Austria,186965232670,2956761018.0,5.6,3745.0154789999997,455094861902,417237869116,8840521.0,,78.70694,8289.029297,30164153.0,1224355.0
46,2018,190230,56,Belgium,461444842911,2956761018.0,5.6,4214.505475999999,543734366831,502698069367,11427054.0,,72.18146,8722.114258,44798675.0,2870212.2
47,2018,190230,76,Brazil,185290138433,2956761018.0,15.2,11200.298,1885482534238,2062831045936,209469333.0,2.1560891509999998,55.80145,18364.50586,3154508.0,117685.73
48,2018,190230,104,Myanmar,21113013351,2956761018.0,14.5,4079.434753,76168043982,68945867478,53708395.0,933.5704541000001,42.97482,3796.142578,3799234.0,1439829.1
49,2018,190230,124,Canada,462631936513,2956761018.0,2.3,8103.697916,1716262621082,1649878054227,37057765.0,1.02979657,79.30059,10617.70313,136038570.0,6812680.0
50,2018,190230,144,Sri Lanka,18419136335,2956761018.0,30.0,5537.1552,88425889592,87428125558,21670000.0,129.0690309,59.95121999999999,5840.512695,533261.0,13476.478
51,2018,190230,152,Chile,75903274076,2956761018.0,3.4,10003.967279999999,298258019275,277044950259,18729160.0,495.2728776000001,71.95100000000001,18375.18164,3868934.0,9772.887
52,2018,190230,156,China,2162214649902,2956761018.0,14.4,6227.119784,13894817549374,12310409370893,1392730000.0,6.195758346,65.20485333,955.6510619999999,204303918.0,85757130.0
53,2018,190230,203,Czechia,186473607616,2956761018.0,5.6,3458.7301020000004,248908731818,218628940952,10629928.0,19.57058333,76.42161999999999,8262.0625,23029219.0,1036768.6
54,2018,190230,251,France,667420759741,2956761018.0,5.6,4407.089325999999,2787863958885,2595151045198,66965912.0,,76.01011,8981.466797,118929602.0,6421069.5
55,2018,190230,276,Germany,1315409332891,2956761018.0,5.6,4242.354912,3963767526251,3682602479929,82905782.0,,79.34962,8543.78418,183203262.0,7968184.0
56,2018,190230,320,Guatemala,13969525515,2956761018.0,14.1,9071.494523000001,73118147941,71612352645,16346950.0,7.85681375,61.52534,13029.69238,1910125.0,717811.1
57,2018,190230,344,"China, Hong Kong SAR",643394798125,2956761018.0,0.0,5524.4794409999995,361696880781,341244161577,7451000.0,7.756,85.04858,2095.842529,182215336.0,15346344.0
58,2018,190230,360,Indonesia,191443243509,2956761018.0,18.8,6320.719572,1042240309413,1015618742566,267663435.0,10461.24,66.70627333,5291.683594,30174481.0,14921936.0
59,2018,190230,381,Italy,506856859377,2956761018.0,5.6,4343.687731,2091544955092,1961796197354,60421760.0,,73.19206,8982.65918,22809844.0,1911437.9
60,2018,190230,392,Japan,759875312417,2956761018.0,17.3,6681.005513,4954806619995,4866864409658,126529100.0,97.59565828,78.09557667,1156.669556,40443617.0,17195378.0
61,2018,190230,398,Kazakhstan,34721768925,2956761018.0,12.3,3614.1410189999997,179339994859,166805800596,18276498.5,152.12916669999998,76.87746,4227.771973,21735388.0,1070013.6
62,2018,190230,414,Kuwait,37380235154,2956761018.0,4.5,5801.716713000001,140645364238,120707220574,4137312.0,0.283583333,61.78943,7181.024901999999,2123569.0,330228.28
63,2018,190230,458,Malaysia,221735105989,2956761018.0,6.5,5124.450436,358715057124,319112136545,31528585.0,3.15090855,78.77204,4614.067383,125717000.0,22425466.0
64,2018,190230,484,Mexico,473441791355,2956761018.0,9.4,10308.89991,1222348807283,1158913035796,126190788.0,12.77199167,73.42948,12066.00781,3576270.0,19062.113
65,2018,190230,496,Mongolia,6125977140,2956761018.0,5.0,4213.722634000001,13108769496,11425755280,3170208.0,1523.9275,67.40642,2003.1032710000002,18537395.0,3368448.0
66,2018,190230,528,Netherlands,548417493258,2956761018.0,5.6,4040.784507,914043438180,833869641687,17231624.0,,76.08463,8573.182617,132336645.0,6719897.0
67,2018,190230,554,New Zealand,45058310241,2956761018.0,3.5,12453.21815,207920613962,205415864858,4841000.0,1.219407142,87.02213,10293.83691,48877733.0,4965554.0
68,2018,190230,579,Norway,92821296616,2956761018.0,0.0,4271.332966,434166615432,398393955269,5311916.0,5.875,82.65956,7730.766602,18408941.0,832786.4
69,2018,190230,604,Peru,43743198163,2956761018.0,0.0,12174.085070000001,222044970486,211007207484,31989256.0,2.7018990260000004,67.76048,16329.76465,503495.0,78790.83
70,2018,190230,608,Philippines,119619804041,2956761018.0,14.1,7272.806067,346841896890,328480738147,106651922.0,42.44618483,59.33172,2615.750732,16395431.0,4141038.5
71,2018,190230,616,Poland,271014771734,2956761018.0,5.6,3258.797436,587411745162,526508877305,37974750.0,3.1606166669999998,77.85723,7753.967285,34883382.0,1700185.0
72,2018,190230,643,Russian Federation,246605953599,2956761018.0,12.3,3187.80025,1669583089323,1574199387071,144477860.0,31.83714364,76.49870667,6614.064453,18984124.0,3860086.5
73,2018,190230,682,Saudi Arabia,148653112350,2956761018.0,4.5,5669.76797,786521831572,688586244287,33699947.0,3.75,62.08336,7557.271973000001,9663272.0,2265222.2
74,2018,190230,699,India,517005871911,2956761018.0,24.0,5448.2376509999995,2713165057513,2652754685835,1352617328.0,58.59784542,60.88745,4692.671875,11437587.0,263033.66
75,2018,190230,702,Singapore,385054245178,2956761018.0,0.0,6588.017181,373217081851,341863349989,5638676.0,1.2513,85.57215,4676.682617,54930701.0,6979895.5
76,2018,190230,704,Viet Nam,238190033672,2956761018.0,35.9,4930.004407,245213686369,223779865815,95540395.0,20933.41667,66.9796,2740.135254,32078960.0,10792903.0
77,2018,190230,710,South Africa,96117430662,2956761018.0,16.4,8001.718566,368288939768,349554116684,57779622.0,9.655056069,65.32778,13723.41309,12726389.0,195307.61
78,2018,190230,724,Spain,380074959825,2956761018.0,5.6,4801.154184,1422153839841,1312539279462,46797754.0,,77.62772,10012.6416,44452367.0,477658.56
79,2018,190230,757,Switzerland,289593607423,2956761018.0,7.7,4354.251511,705140620047,679950481623,8514329.0,0.926903548,76.60784,8878.165039,36326366.0,1226183.0
80,2018,190230,784,United Arab Emirates,254510973245,2956761018.0,4.5,4831.570342,422215043585,385605506855,9630959.0,3.6725,79.30036,6909.236328,12429377.0,639259.9
81,2018,190230,792,Turkey,234394880098,2956761018.0,17.5,4190.365275,778381859841,858988610574,82319724.0,1.903768242,70.9145,7967.700684,2300194.0,23405.145
82,2018,190230,818,Egypt,94326188483,2956761018.0,24.4,3917.8560420000003,249712999437,235733695652,98423595.0,6.870325,55.797630000000005,8497.368164,508676.0,32.572002
83,2018,190230,826,United Kingdom,723877103929,2956761018.0,5.6,5055.523239,2860667727552,2666229179958,66460344.0,0.639660578,83.21535,8875.389648,230894264.0,14103265.0
84,2018,190230,842,USA,2629608381499,2956761018.0,,7832.742576000001,20580159776000,19519353692000,326687501.0,1.0,83.35240999999999,11065.70215,262496559.0,76202856.0
85,2018,190219,12,Algeria,42196119729,4187895647.0,29.9,4744.837598,175405660377,170163165961,42228429.0,100.6914333,46.226859999999995,9954.009766,609059.0,3056.8286
86,2018,190219,36,Australia,240422685574,4187895647.0,2.8,10726.78384,1432881172002,1329188475752,24982688.0,1.035843097,80.76007,8329.652344,74481213.0,3391559.0
87,2018,190219,40,Austria,186965232670,4187895647.0,7.4,3465.014917,455094861902,417237869116,8840521.0,,78.70694,8289.029297,39899081.0,139024.05
88,2018,190219,56,Belgium,461444842911,4187895647.0,7.4,3899.7110450000005,543734366831,502698069367,11427054.0,,72.18146,8722.114258,84407767.0,72966.82
89,2018,190219,76,Brazil,185290138433,4187895647.0,15.2,9523.405673000001,1885482534238,2062831045936,209469333.0,2.1560891509999998,55.80145,18364.50586,28399944.0,295694.53
90,2018,190219,104,Myanmar,21113013351,4187895647.0,14.4,4705.567885,76168043982,68945867478,53708395.0,933.5704541000001,42.97482,3796.142578,1526464.0,130902.64
91,2018,190219,124,Canada,462631936513,4187895647.0,2.2,8033.149812000001,1716262621082,1649878054227,37057765.0,1.02979657,79.30059,10617.70313,157951121.0,3682513.8
92,2018,190219,144,Sri Lanka,18419136335,4187895647.0,29.3,7254.9915359999995,88425889592,87428125558,21670000.0,129.0690309,59.95121999999999,5840.512695,458039.0,5.52165
93,2018,190219,152,Chile,75903274076,4187895647.0,3.4,9096.029589,298258019275,277044950259,18729160.0,495.2728776000001,71.95100000000001,18375.18164,38506631.0,56957.547
94,2018,190219,156,China,2162214649902,4187895647.0,14.5,6517.0661549999995,13894817549374,12310409370893,1392730000.0,6.195758346,65.20485333,955.6510619999999,35654676.0,1814264.4
95,2018,190219,203,Czechia,186473607616,4187895647.0,7.4,3900.422442,248908731818,218628940952,10629928.0,19.57058333,76.42161999999999,8262.0625,30052103.0,110680.7
96,2018,190219,251,France,667420759741,4187895647.0,7.4,4577.647373,2787863958885,2595151045198,66965912.0,,76.01011,8981.466797,305349961.0,792887.25
97,2018,190219,276,Germany,1315409332891,4187895647.0,7.4,4205.718341,3963767526251,3682602479929,82905782.0,,79.34962,8543.78418,368167746.0,558850.06
98,2018,190219,320,Guatemala,13969525515,4187895647.0,14.4,7242.011779,73118147941,71612352645,16346950.0,7.85681375,61.52534,13029.69238,3196690.0,14289.568
99,2018,190219,344,"China, Hong Kong SAR",643394798125,4187895647.0,0.0,6596.4035189999995,361696880781,341244161577,7451000.0,7.756,85.04858,2095.842529,80415057.0,1899628.4
100,2018,190219,360,Indonesia,191443243509,4187895647.0,18.7,6496.207342000001,1042240309413,1015618742566,267663435.0,10461.24,66.70627333,5291.683594,6016503.0,244947.52
101,2018,190219,364,Iran,49556486747,4187895647.0,55.0,3435.2360689999996,453996479250,445345256459,81800269.0,18414.44801,55.696780000000004,6562.448242,1699812.0,4214.504
102,2018,190219,381,Italy,506856859377,4187895647.0,7.4,4053.7720619999996,2091544955092,1961796197354,60421760.0,,73.19206,8982.65918,48081705.0,33832.67
103,2018,190219,392,Japan,759875312417,4187895647.0,12.8,7326.579659,4954806619995,4866864409658,126529100.0,97.59565828,78.09557667,1156.669556,238726053.0,9695189.0
104,2018,190219,398,Kazakhstan,34721768925,4187895647.0,14.2,4110.244898,179339994859,166805800596,18276498.5,152.12916669999998,76.87746,4227.771973,3752648.0,33918.25
105,2018,190219,414,Kuwait,37380235154,4187895647.0,4.6,4788.95766,140645364238,120707220574,4137312.0,0.283583333,61.78943,7181.024901999999,20240392.0,115017.41
106,2018,190219,458,Malaysia,221735105989,4187895647.0,5.3,5825.57131,358715057124,319112136545,31528585.0,3.15090855,78.77204,4614.067383,28228159.0,1241930.0
107,2018,190219,484,Mexico,473441791355,4187895647.0,9.4,8682.362202,1222348807283,1158913035796,126190788.0,12.77199167,73.42948,12066.00781,22240188.0,76443.89
108,2018,190219,496,Mongolia,6125977140,4187895647.0,5.0,5479.214315,13108769496,11425755280,3170208.0,1523.9275,67.40642,2003.1032710000002,2504870.0,55074.824
109,2018,190219,528,Netherlands,548417493258,4187895647.0,7.4,4136.753404,914043438180,833869641687,17231624.0,,76.08463,8573.182617,99797794.0,224308.97
110,2018,190219,554,New Zealand,45058310241,4187895647.0,3.4,12641.28736,207920613962,205415864858,4841000.0,1.219407142,87.02213,10293.83691,12490895.0,111864.164
111,2018,190219,579,Norway,92821296616,4187895647.0,7.6,4252.950054999999,434166615432,398393955269,5311916.0,5.875,82.65956,7730.766602,20968738.0,5811.4253
112,2018,190219,604,Peru,43743198163,4187895647.0,0.0,10112.34422,222044970486,211007207484,31989256.0,2.7018990260000004,67.76048,16329.76465,1544604.0,36792.586
113,2018,190219,608,Philippines,119619804041,4187895647.0,14.1,7000.051293,346841896890,328480738147,106651922.0,42.44618483,59.33172,2615.750732,26050751.0,675260.56
114,2018,190219,616,Poland,271014771734,4187895647.0,7.4,3197.774508,587411745162,526508877305,37974750.0,3.1606166669999998,77.85723,7753.967285,42859448.0,182832.78
115,2018,190219,643,Russian Federation,246605953599,4187895647.0,14.2,2767.8183050000002,1669583089323,1574199387071,144477860.0,31.83714364,76.49870667,6614.064453,64777070.0,271372.38
116,2018,190219,682,Saudi Arabia,148653112350,4187895647.0,4.6,4571.431923,786521831572,688586244287,33699947.0,3.75,62.08336,7557.271973000001,50020546.0,229292.66
117,2018,190219,699,India,517005871911,4187895647.0,23.9,5208.460432,2713165057513,2652754685835,1352617328.0,58.59784542,60.88745,4692.671875,4235951.0,23687.959
118,2018,190219,702,Singapore,385054245178,4187895647.0,0.0,7557.982332,373217081851,341863349989,5638676.0,1.2513,85.57215,4676.682617,33425325.0,1417726.6
119,2018,190219,704,Viet Nam,238190033672,4187895647.0,25.7,5996.794074,245213686369,223779865815,95540395.0,20933.41667,66.9796,2740.135254,5525417.0,849035.5
120,2018,190219,710,South Africa,96117430662,4187895647.0,32.7,7471.800667,368288939768,349554116684,57779622.0,9.655056069,65.32778,13723.41309,34135541.0,4519.446
121,2018,190219,724,Spain,380074959825,4187895647.0,7.4,5089.294046,1422153839841,1312539279462,46797754.0,,77.62772,10012.6416,66772613.0,8845.899
122,2018,190219,757,Switzerland,289593607423,4187895647.0,4.2,4745.631179999999,705140620047,679950481623,8514329.0,0.926903548,76.60784,8878.165039,56271602.0,67273.54
123,2018,190219,784,United Arab Emirates,254510973245,4187895647.0,4.6,4878.227164,422215043585,385605506855,9630959.0,3.6725,79.30036,6909.236328,55650087.0,1284208.1
124,2018,190219,792,Turkey,234394880098,4187895647.0,11.7,3558.6439990000003,778381859841,858988610574,82319724.0,1.903768242,70.9145,7967.700684,5270691.0,44920.36
125,2018,190219,818,Egypt,94326188483,4187895647.0,24.4,4684.133462,249712999437,235733695652,98423595.0,6.870325,55.797630000000005,8497.368164,2067101.0,357.32178
126,2018,190219,826,United Kingdom,723877103929,4187895647.0,7.4,5001.085632,2860667727552,2666229179958,66460344.0,0.639660578,83.21535,8875.389648,129944531.0,278069.4
127,2018,190219,842,USA,2629608381499,4187895647.0,,7961.9160870000005,20580159776000,19519353692000,326687501.0,1.0,83.35240999999999,11065.70215,599695823.0,22969646.0
128,2018,591190,12,Algeria,42196119729,2801885194.0,12.2,3885.041175,175405660377,170163165961,42228429.0,100.6914333,46.226859999999995,9954.009766,6400598.0,4752.47
129,2018,591190,36,Australia,240422685574,2801885194.0,2.2,12174.53054,1432881172002,1329188475752,24982688.0,1.035843097,80.76007,8329.652344,39826834.0,302875.75
130,2018,591190,40,Austria,186965232670,2801885194.0,1.4,4006.147088,455094861902,417237869116,8840521.0,,78.70694,8289.029297,26732726.0,63789.957
131,2018,591190,56,Belgium,461444842911,2801885194.0,1.4,4101.802154,543734366831,502698069367,11427054.0,,72.18146,8722.114258,25906054.0,55974.402
132,2018,591190,76,Brazil,185290138433,2801885194.0,24.9,9951.827939,1885482534238,2062831045936,209469333.0,2.1560891509999998,55.80145,18364.50586,17475220.0,289762.47
133,2018,591190,104,Myanmar,21113013351,2801885194.0,1.0,4773.796827,76168043982,68945867478,53708395.0,933.5704541000001,42.97482,3796.142578,1155690.0,2960.988
134,2018,591190,124,Canada,462631936513,2801885194.0,0.0,7789.100676000001,1716262621082,1649878054227,37057765.0,1.02979657,79.30059,10617.70313,79191329.0,68742.17
135,2018,591190,144,Sri Lanka,18419136335,2801885194.0,0.0,6704.815755,88425889592,87428125558,21670000.0,129.0690309,59.95121999999999,5840.512695,2037484.0,1322.0076
136,2018,591190,152,Chile,75903274076,2801885194.0,3.2,10764.11776,298258019275,277044950259,18729160.0,495.2728776000001,71.95100000000001,18375.18164,20374251.0,37484.38
137,2018,591190,156,China,2162214649902,2801885194.0,7.3,7043.640089,13894817549374,12310409370893,1392730000.0,6.195758346,65.20485333,955.6510619999999,245537958.0,30513064.0
138,2018,591190,203,Czechia,186473607616,2801885194.0,1.4,3815.7194770000006,248908731818,218628940952,10629928.0,19.57058333,76.42161999999999,8262.0625,32653846.0,268047.7
139,2018,591190,251,France,667420759741,2801885194.0,1.4,3694.9557189999996,2787863958885,2595151045198,66965912.0,,76.01011,8981.466797,68514537.0,100767.83
140,2018,591190,276,Germany,1315409332891,2801885194.0,1.4,3915.2435229999996,3963767526251,3682602479929,82905782.0,,79.34962,8543.78418,149252001.0,1900057.6
141,2018,591190,320,Guatemala,13969525515,2801885194.0,0.0,9528.208337,73118147941,71612352645,16346950.0,7.85681375,61.52534,13029.69238,1853360.0,1606.282
142,2018,591190,344,"China, Hong Kong SAR",643394798125,2801885194.0,0.0,7556.124476999999,361696880781,341244161577,7451000.0,7.756,85.04858,2095.842529,42635328.0,645186.56
143,2018,591190,360,Indonesia,191443243509,2801885194.0,4.7,8830.618844,1042240309413,1015618742566,267663435.0,10461.24,66.70627333,5291.683594,41664895.0,2605474.0
144,2018,591190,364,Iran,49556486747,2801885194.0,5.0,4204.0200270000005,453996479250,445345256459,81800269.0,18414.44801,55.696780000000004,6562.448242,6657609.0,66061.55
145,2018,591190,381,Italy,506856859377,2801885194.0,1.4,3745.9350619999996,2091544955092,1961796197354,60421760.0,,73.19206,8982.65918,86211003.0,49609.926
146,2018,591190,392,Japan,759875312417,2801885194.0,0.7,8041.071639,4954806619995,4866864409658,126529100.0,97.59565828,78.09557667,1156.669556,141605156.0,7292387.5
147,2018,591190,398,Kazakhstan,34721768925,2801885194.0,4.7,5021.657868,179339994859,166805800596,18276498.5,152.12916669999998,76.87746,4227.771973,13718870.0,36372.934
148,2018,591190,414,Kuwait,37380235154,2801885194.0,4.5,5081.752588,140645364238,120707220574,4137312.0,0.283583333,61.78943,7181.024901999999,4952412.0,37517.523
149,2018,591190,458,Malaysia,221735105989,2801885194.0,0.0,8139.0930069999995,358715057124,319112136545,31528585.0,3.15090855,78.77204,4614.067383,22971272.0,197855.31
150,2018,591190,484,Mexico,473441791355,2801885194.0,6.0,9316.586322,1222348807283,1158913035796,126190788.0,12.77199167,73.42948,12066.00781,187739960.0,13203184.0
151,2018,591190,496,Mongolia,6125977140,2801885194.0,5.0,6216.004001,13108769496,11425755280,3170208.0,1523.9275,67.40642,2003.1032710000002,383084.0,3809.8489
152,2018,591190,528,Netherlands,548417493258,2801885194.0,1.4,4147.395342,914043438180,833869641687,17231624.0,,76.08463,8573.182617,48298406.0,156872.5
153,2018,591190,554,New Zealand,45058310241,2801885194.0,1.7,14174.97413,207920613962,205415864858,4841000.0,1.219407142,87.02213,10293.83691,8048860.0,56658.203
154,2018,591190,579,Norway,92821296616,2801885194.0,0.0,3941.324158,434166615432,398393955269,5311916.0,5.875,82.65956,7730.766602,11960483.0,13321.04
155,2018,591190,604,Peru,43743198163,2801885194.0,0.0,10255.86171,222044970486,211007207484,31989256.0,2.7018990260000004,67.76048,16329.76465,9404375.0,85796.586
156,2018,591190,608,Philippines,119619804041,2801885194.0,4.7,8857.700745,346841896890,328480738147,106651922.0,42.44618483,59.33172,2615.750732,9791005.0,169327.8
157,2018,591190,616,Poland,271014771734,2801885194.0,1.4,3594.5884869999995,587411745162,526508877305,37974750.0,3.1606166669999998,77.85723,7753.967285,38568132.0,816815.94
158,2018,591190,643,Russian Federation,246605953599,2801885194.0,4.7,4003.1143909999996,1669583089323,1574199387071,144477860.0,31.83714364,76.49870667,6614.064453,50691899.0,653410.3
159,2018,591190,682,Saudi Arabia,148653112350,2801885194.0,4.5,5139.189765,786521831572,688586244287,33699947.0,3.75,62.08336,7557.271973000001,21862291.0,321691.28
160,2018,591190,699,India,517005871911,2801885194.0,8.1,6163.912007,2713165057513,2652754685835,1352617328.0,58.59784542,60.88745,4692.671875,44565628.0,409246.97
161,2018,591190,702,Singapore,385054245178,2801885194.0,0.0,8456.78703,373217081851,341863349989,5638676.0,1.2513,85.57215,4676.682617,23267610.0,457146.97
162,2018,591190,704,Viet Nam,238190033672,2801885194.0,1.4,6979.073665000001,245213686369,223779865815,95540395.0,20933.41667,66.9796,2740.135254,63729427.0,2895996.2
