UNC_YEAR,HSCD,COUNTRYCD,COUNTRYNM,TRADE_COUNTRYCD,TRADE_HSCD,TARIFF_AVG,SNDIST,NY_GDP_MKTP_CD,NY_GDP_MKTP_CD_1Y,SP_POP_TOTL,PA_NUS_FCRF,IC_BUS_EASE_DFRN_DB,KMDIST,TRADE_HSCD_COUNTRYCD,KR_TRADE_HSCD_COUNTRYCD
2017,190590,414,Kuwait,33568329846 ,19480986257 ,5,,120707220574 ,109419728567 ,4056099,0.303349758,59.96924,7181.024902,,793439
2017,190590,458,Malaysia,194720148769 ,19480986257 ,0,6798.215338,319112136545 ,301255380276 ,31105028,4.300440878,78.27291,4614.067383,42470419,3085301
2017,190590,484,Mexico,420369113272 ,19480986257 ,10,8410.729379,1158913035796 ,1078490651625 ,124777324,18.92651667,73.39408333,12066.00781,142611655,87723
2017,190590,496,Mongolia,4337305039 ,19480986257 ,5,5363.696559,11425755280 ,11186734674 ,3113779,2439.777201,66.1351,2003.103271,8082522,636777
2017,190590,528,Netherlands,450075522630 ,19480986257 ,0,5428.923073,833869641687 ,783528181705 ,17131296,,75.57281,8573.182617,805729060,505098
2017,190590,554,New Zealand,40128397719 ,19480986257 ,0,13546.89001,205415864858 ,188223664747 ,4793900,1.407408333,87.16633,10293.83691,111131457,1879845
2017,190590,579,Norway,85525812090 ,19480986257 ,2.6,4470.207732,398393955269 ,368819929542 ,5276968,8.271666667,82.35614,7730.766602,271153119,15877
2017,190590,604,Peru,39763884637 ,19480986257 ,0,9853.501457,211007207484 ,191895943824 ,31444297,3.260488491,67.5175,16329.76465,17417666,233948
2017,190590,608,Philippines,101889431966 ,19480986257 ,0,7809.327224,328480738147 ,318627003966 ,105173264,50.40371979,59.25872,2615.750732,29338284,3793933
2017,190590,616,Poland,217978575741 ,19480986257 ,0,3480.012872,526508877305 ,472630364208 ,37974826,3.779333333,77.68044,7753.967285,199568752,52868
2017,190590,643,Russian Federation,228212749972 ,19480986257 ,10.9,3309.089692,1574199387071 ,1276786979222 ,144496740,58.34280119,75.21312667,6614.064453,209530080,5610937
2017,190590,682,Saudi Arabia,134519106951 ,19480986257 ,5,5075.358346,688586244287 ,644935541446 ,33099147,3.75,59.44422,7557.271973,218442939,6329950
2017,190590,699,India,444052307098 ,19480986257 ,5,5464.75297,2652754685835 ,2294797978292 ,1338658835,65.12156865,55.90158667,4692.671875,9615105,75487
2017,190590,702,Singapore,327709659599 ,19480986257 ,0,8110.872924,341863349989 ,318652334419 ,5612253,1.380925,85.44138,4676.682617,178485282,2417045
2017,190590,704,Viet Nam,213215271369 ,19480986257 ,0,6450.914231,223779865815 ,205276172135 ,94596642,22370.08667,65.28861,2740.135254,28470990,8668150
2017,190590,710,South Africa,83030698712 ,19480986257 ,15.2,8109.603897,349554116684 ,296357282715 ,57000451,13.32380142,65.40686,13723.41309,41929496,229391
2017,190590,724,Spain,350921494220 ,19480986257 ,0,4878.945039,1312539279462 ,1232076017362 ,46593236,,77.63075,10012.6416,465049814,372912
2017,190590,757,Switzerland,267501427846 ,19480986257 ,11.5,4511.371039,679950481623 ,671309197478 ,8451840,0.984691667,76.42092,8878.165039,354619786,168899
2017,190590,784,United Arab Emirates,270954907547 ,19480986257 ,5,5116.29174,385605506855 ,357045064670 ,9487203,3.6725,77.43435,6909.236328,288848710,3517956
2017,190590,792,Turkey,233799651234 ,19480986257 ,1.7,3363.98182,858988610574 ,869683121563 ,81101892,3.648132635,69.37882,7967.700684,36781680,43074
2017,190590,818,Egypt,66338749061 ,19480986257 ,23,4102.091983,235733695652 ,332441717791 ,96442593,17.78253352,55.47428,8497.368164,1344146,1750
2017,190590,826,United Kingdom,641332371112 ,19480986257 ,0,4791.770544,2666229179958 ,2694283209613 ,66058859,0.776976682,83.34108,8875.389648,1728298242,1035987
2017,190590,842,USA,2405276626657 ,19480986257 ,0,7611.29521,19519353692000 ,18714960538000 ,324985539,1,83.35255333,11065.70215,3200642488,55838057
2017,190230,12,Algeria,46052990973 ,2769581143 ,30,4684.046997,170163165961 ,159994837855 ,41389198,110.9730167,46.10981,9954.009766,752181,195531
2017,190230,36,Australia,228441691195 ,2769581143 ,0,10745.54894,1329188475752 ,1208846993740 ,24601860,1.304758077,80.22369,8329.652344,123706434,19436993
2017,190230,40,Austria,166475020975 ,2769581143 ,0,3860.813643,417237869116 ,395568644341 ,8797566,,78.85646,8289.029297,25221356,1180083
2017,190230,56,Belgium,406412223480 ,2769581143 ,0,4614.798436,502698069367 ,475739588765 ,11375158,,72.4092,8722.114258,32836172,2354011
2017,190230,76,Brazil,150749493921 ,2769581143 ,16,12048.56672,2062831045936 ,1795700168991 ,207833831,3.191389446,55.38240333,18364.50586,3009953,57604
2017,190230,104,Myanmar,19253441935 ,2769581143 ,15,3624.322955,68945867478 ,67184236747 ,53382581,1360.358707,42.67139,3796.142578,5793521,1061341
2017,190230,124,Canada,432405117520 ,2769581143 ,0,8584.756395,1649878054227 ,1528243213982 ,36543321,1.297935846,79.54094,10617.70313,148407780,6936579
2017,190230,144,Sri Lanka,21316172076 ,2769581143 ,30,6092.153792,87428125558 ,82401038710 ,21444000,152.4464139,59.82373,5840.512695,489857,11140
2017,190230,152,Chile,65257236198 ,2769581143 ,0,9667.370093,277044950259 ,250440136356 ,18470439,648.8337926,71.58185,18375.18164,3694180,4894
2017,190230,156,China,1843792938795 ,2769581143 ,8.8,5885.239606,12310409370893 ,11233276536737 ,1386395000,6.758755086,64.63936,955.651062,201610603,100031034
2017,190230,203,Czechia,162898931578 ,2769581143 ,0,3368.254037,218628940952 ,196272068576 ,10594438,23.37633333,76.38834,8262.0625,19940450,1044032
2017,190230,251,France,613132553087 ,2769581143 ,0,4658.715218,2595151045198 ,2471285607082 ,66864379,,76.25038,8981.466797,113670232,5554454
2017,190230,276,Germany,1167753276317 ,2769581143 ,0,4345.328259,3682602479929 ,3467498002104 ,82657002,,79.5543,8543.78418,166230848,7864908
2017,190230,320,Guatemala,18377914375 ,2769581143 ,15,7774.658839,71612352645 ,66053725049 ,16087418,7.34793875,61.95631,13029.69238,1049293,528475
2017,190230,344,"China, Hong Kong SAR",589317409641 ,2769581143 ,0,5466.844288,341244161577 ,320837638329 ,7391700,7.79325,84.76059,2095.842529,172893976,19598376
2017,190230,360,Indonesia,156925129942 ,2769581143 ,15,5780.809312,1015618742566 ,931877364178 ,264645886,13380.83388,64.52893333,5291.683594,26916413,17799673
2017,190230,381,Italy,453582969038 ,2769581143 ,0,4541.917987,1961796197354 ,1875797463584 ,60536709,,71.82565,8982.65918,19872307,2087734
2017,190230,392,Japan,671474268771 ,2769581143 ,22.1,5500.42199,4866864409658 ,4922538141455 ,126785797,112.1661411,78.02069667,1156.669556,29667683,28195423
2017,190230,398,Kazakhstan,29345907738 ,2769581143 ,13,3692.514058,166805800596 ,137278320084 ,18037776,326.0010227,74.84879,4227.771973,31845812,861289
2017,190230,414,Kuwait,33568329846 ,2769581143 ,5,,120707220574 ,109419728567 ,4056099,0.303349758,59.96924,7181.024902,,408861
2017,190230,458,Malaysia,194720148769 ,2769581143 ,0,5723.906424,319112136545 ,301255380276 ,31105028,4.300440878,78.27291,4614.067383,112898464,20331358
2017,190230,484,Mexico,420369113272 ,2769581143 ,10,10413.24411,1158913035796 ,1078490651625 ,124777324,18.92651667,73.39408333,12066.00781,2553845,14341
2017,190230,496,Mongolia,4337305039 ,2769581143 ,5,4532.951087,11425755280 ,11186734674 ,3113779,2439.777201,66.1351,2003.103271,14388857,3481201
2017,190230,528,Netherlands,450075522630 ,2769581143 ,0,5513.167554,833869641687 ,783528181705 ,17131296,,75.57281,8573.182617,113305565,8267609
2017,190230,554,New Zealand,40128397719 ,2769581143 ,0,11524.01998,205415864858 ,188223664747 ,4793900,1.407408333,87.16633,10293.83691,39809370,6061135
2017,190230,579,Norway,85525812090 ,2769581143 ,0,4180.118146,398393955269 ,368819929542 ,5276968,8.271666667,82.35614,7730.766602,17211229,712222
2017,190230,604,Peru,39763884637 ,2769581143 ,0,12177.77383,211007207484 ,191895943824 ,31444297,3.260488491,67.5175,16329.76465,523462,39291
2017,190230,608,Philippines,101889431966 ,2769581143 ,0,7116.886667,328480738147 ,318627003966 ,105173264,50.40371979,59.25872,2615.750732,25785360,3341824
2017,190230,616,Poland,217978575741 ,2769581143 ,0,3196.819127,526508877305 ,472630364208 ,37974826,3.779333333,77.68044,7753.967285,25540440,1470426
2017,190230,643,Russian Federation,228212749972 ,2769581143 ,13,3365.842814,1574199387071 ,1276786979222 ,144496740,58.34280119,75.21312667,6614.064453,14793484,3921041
2017,190230,682,Saudi Arabia,134519106951 ,2769581143 ,5,6608.332879,688586244287 ,644935541446 ,33099147,3.75,59.44422,7557.271973,13887318,2469813
2017,190230,699,India,444052307098 ,2769581143 ,5,5916.463596,2652754685835 ,2294797978292 ,1338658835,65.12156865,55.90158667,4692.671875,8720954,246133
2017,190230,702,Singapore,327709659599 ,2769581143 ,0,6635.336461,341863349989 ,318652334419 ,5612253,1.380925,85.44138,4676.682617,42232511,7713945
2017,190230,704,Viet Nam,213215271369 ,2769581143 ,0,5575.774048,223779865815 ,205276172135 ,94596642,22370.08667,65.28861,2740.135254,21094573,16134242
2017,190230,710,South Africa,83030698712 ,2769581143 ,20,8035.435711,349554116684 ,296357282715 ,57000451,13.32380142,65.40686,13723.41309,13627366,149159
2017,190230,724,Spain,350921494220 ,2769581143 ,0,5089.156076,1312539279462 ,1232076017362 ,46593236,,77.63075,10012.6416,43810447,399698
2017,190230,757,Switzerland,267501427846 ,2769581143 ,6.8,4357.480028,679950481623 ,671309197478 ,8451840,0.984691667,76.42092,8878.165039,29231113,1141186
2017,190230,784,United Arab Emirates,270954907547 ,2769581143 ,5,5390.98929,385605506855 ,357045064670 ,9487203,3.6725,77.43435,6909.236328,14413477,698361
2017,190230,792,Turkey,233799651234 ,2769581143 ,2.6,3179.316262,858988610574 ,869683121563 ,81101892,3.648132635,69.37882,7967.700684,2289874,13895
2017,190230,818,Egypt,66338749061 ,2769581143 ,30,4294.15568,235733695652 ,332441717791 ,96442593,17.78253352,55.47428,8497.368164,86273,0
2017,190230,826,United Kingdom,641332371112 ,2769581143 ,0,4980.251458,2666229179958 ,2694283209613 ,66058859,0.776976682,83.34108,8875.389648,215845149,14463554
2017,190230,842,USA,2405276626657 ,2769581143 ,0,8223.865926,19519353692000 ,18714960538000 ,324985539,1,83.35255333,11065.70215,238075123,72210466
2017,190219,12,Algeria,46052990973 ,3462108810 ,30,3610.490997,170163165961 ,159994837855 ,41389198,110.9730167,46.10981,9954.009766,2509004,2899
2017,190219,36,Australia,228441691195 ,3462108810 ,0,10533.74885,1329188475752 ,1208846993740 ,24601860,1.304758077,80.22369,8329.652344,71516400,4575401
2017,190219,40,Austria,166475020975 ,3462108810 ,0,3590.839185,417237869116 ,395568644341 ,8797566,,78.85646,8289.029297,36897817,171231
2017,190219,56,Belgium,406412223480 ,3462108810 ,0,4009.445028,502698069367 ,475739588765 ,11375158,,72.4092,8722.114258,81689582,72657
2017,190219,76,Brazil,150749493921 ,3462108810 ,16,9606.510127,2062831045936 ,1795700168991 ,207833831,3.191389446,55.38240333,18364.50586,27487409,273682
2017,190219,104,Myanmar,19253441935 ,3462108810 ,15,4136.03394,68945867478 ,67184236747 ,53382581,1360.358707,42.67139,3796.142578,1643430,477335
2017,190219,124,Canada,432405117520 ,3462108810 ,0,8244.859405,1649878054227 ,1528243213982 ,36543321,1.297935846,79.54094,10617.70313,145522773,4319074
2017,190219,144,Sri Lanka,21316172076 ,3462108810 ,30,5322.553994,87428125558 ,82401038710 ,21444000,152.4464139,59.82373,5840.512695,1012746,0
2017,190219,152,Chile,65257236198 ,3462108810 ,0,10296.54322,277044950259 ,250440136356 ,18470439,648.8337926,71.58185,18375.18164,33062368,46562
2017,190219,156,China,1843792938795 ,3462108810 ,10,6401.277669,12310409370893 ,11233276536737 ,1386395000,6.758755086,64.63936,955.651062,28755343,1875680
2017,190219,203,Czechia,162898931578 ,3462108810 ,0,3292.887012,218628940952 ,196272068576 ,10594438,23.37633333,76.38834,8262.0625,28194541,117207
2017,190219,251,France,613132553087 ,3462108810 ,0,4722.898933,2595151045198 ,2471285607082 ,66864379,,76.25038,8981.466797,290090374,851829
2017,190219,276,Germany,1167753276317 ,3462108810 ,0,3661.190408,3682602479929 ,3467498002104 ,82657002,,79.5543,8543.78418,331856799,482869
2017,190219,320,Guatemala,18377914375 ,3462108810 ,15,5347.544057,71612352645 ,66053725049 ,16087418,7.34793875,61.95631,13029.69238,10620711,20068
2017,190219,344,"China, Hong Kong SAR",589317409641 ,3462108810 ,0,6521.457074,341244161577 ,320837638329 ,7391700,7.79325,84.76059,2095.842529,84199171,3183804
2017,190219,360,Indonesia,156925129942 ,3462108810 ,0,6596.109717,1015618742566 ,931877364178 ,264645886,13380.83388,64.52893333,5291.683594,5908179,320189
2017,190219,364,Iran,51612276867 ,3462108810 ,55,4935.700634,445345256459 ,417983583566 ,80673951,33226.29815,55.70786,6562.448242,816016,3738
2017,190219,381,Italy,453582969038 ,3462108810 ,0,4350.573329,1961796197354 ,1875797463584 ,60536709,,71.82565,8982.65918,21368644,33435
2017,190219,392,Japan,671474268771 ,3462108810 ,16.3,7397.723246,4866864409658 ,4922538141455 ,126785797,112.1661411,78.02069667,1156.669556,249391943,9998596
2017,190219,398,Kazakhstan,29345907738 ,3462108810 ,15,4928.299805,166805800596 ,137278320084 ,18037776,326.0010227,74.84879,4227.771973,4318866,43476
2017,190219,414,Kuwait,33568329846 ,3462108810 ,5,,120707220574 ,109419728567 ,4056099,0.303349758,59.96924,7181.024902,,131252
2017,190219,458,Malaysia,194720148769 ,3462108810 ,0,5674.078706,319112136545 ,301255380276 ,31105028,4.300440878,78.27291,4614.067383,23474519,1239622
2017,190219,484,Mexico,420369113272 ,3462108810 ,10,8850.299831,1158913035796 ,1078490651625 ,124777324,18.92651667,73.39408333,12066.00781,19223682,73853
2017,190219,496,Mongolia,4337305039 ,3462108810 ,5,4800.679941,11425755280 ,11186734674 ,3113779,2439.777201,66.1351,2003.103271,2607058,41065
2017,190219,528,Netherlands,450075522630 ,3462108810 ,0,5367.478053,833869641687 ,783528181705 ,17131296,,75.57281,8573.182617,97224269,264576
2017,190219,554,New Zealand,40128397719 ,3462108810 ,0,12433.00957,205415864858 ,188223664747 ,4793900,1.407408333,87.16633,10293.83691,12516244,182569
2017,190219,579,Norway,85525812090 ,3462108810 ,6.4,4342.84122,398393955269 ,368819929542 ,5276968,8.271666667,82.35614,7730.766602,21477580,3096
2017,190219,604,Peru,39763884637 ,3462108810 ,0,9027.108782,211007207484 ,191895943824 ,31444297,3.260488491,67.5175,16329.76465,1344063,28777
2017,190219,608,Philippines,101889431966 ,3462108810 ,5,5913.198155,328480738147 ,318627003966 ,105173264,50.40371979,59.25872,2615.750732,11929399,622539
2017,190219,616,Poland,217978575741 ,3462108810 ,0,3467.230294,526508877305 ,472630364208 ,37974826,3.779333333,77.68044,7753.967285,48830363,135963
2017,190219,643,Russian Federation,228212749972 ,3462108810 ,15,2761.420635,1574199387071 ,1276786979222 ,144496740,58.34280119,75.21312667,6614.064453,44133033,240507
2017,190219,682,Saudi Arabia,134519106951 ,3462108810 ,5,5086.497882,688586244287 ,644935541446 ,33099147,3.75,59.44422,7557.271973,49152312,185507
2017,190219,699,India,444052307098 ,3462108810 ,5,4905.323352,2652754685835 ,2294797978292 ,1338658835,65.12156865,55.90158667,4692.671875,3567847,9808
2017,190219,702,Singapore,327709659599 ,3462108810 ,0,7704.230099,341863349989 ,318652334419 ,5612253,1.380925,85.44138,4676.682617,33213247,1845558
2017,190219,704,Viet Nam,213215271369 ,3462108810 ,0,5111.55403,223779865815 ,205276172135 ,94596642,22370.08667,65.28861,2740.135254,5489971,1015316
2017,190219,710,South Africa,83030698712 ,3462108810 ,40,7785.169113,349554116684 ,296357282715 ,57000451,13.32380142,65.40686,13723.41309,26047589,1045
2017,190219,724,Spain,350921494220 ,3462108810 ,0,4904.377026,1312539279462 ,1232076017362 ,46593236,,77.63075,10012.6416,53820690,1954
2017,190219,757,Switzerland,267501427846 ,3462108810 ,5.6,5285.639497,679950481623 ,671309197478 ,8451840,0.984691667,76.42092,8878.165039,49907896,57772
2017,190219,784,United Arab Emirates,270954907547 ,3462108810 ,5,4988.371364,385605506855 ,357045064670 ,9487203,3.6725,77.43435,6909.236328,51788418,1637259
2017,190219,792,Turkey,233799651234 ,3462108810 ,7.1,4489.653361,858988610574 ,869683121563 ,81101892,3.648132635,69.37882,7967.700684,3968501,28318
2017,190219,818,Egypt,66338749061 ,3462108810 ,30,3904.319078,235733695652 ,332441717791 ,96442593,17.78253352,55.47428,8497.368164,1176507,0
2017,190219,826,United Kingdom,641332371112 ,3462108810 ,0,4210.742018,2666229179958 ,2694283209613 ,66058859,0.776976682,83.34108,8875.389648,114324488,347802
2017,190219,842,USA,2405276626657 ,3462108810 ,0,7961.707686,19519353692000 ,18714960538000 ,324985539,1,83.35255333,11065.70215,572029790,21225079
2017,591190,12,Algeria,46052990973 ,2469927278 ,15,3454.132776,170163165961 ,159994837855 ,41389198,110.9730167,46.10981,9954.009766,6142962,2588
2017,591190,36,Australia,228441691195 ,2469927278 ,0,11965.49699,1329188475752 ,1208846993740 ,24601860,1.304758077,80.22369,8329.652344,35631091,367827
2017,591190,40,Austria,166475020975 ,2469927278 ,0,3472.084394,417237869116 ,395568644341 ,8797566,,78.85646,8289.029297,25314530,51435
2017,591190,56,Belgium,406412223480 ,2469927278 ,0,3760.166418,502698069367 ,475739588765 ,11375158,,72.4092,8722.114258,27043310,51220
2017,591190,76,Brazil,150749493921 ,2469927278 ,26,10359.41382,2062831045936 ,1795700168991 ,207833831,3.191389446,55.38240333,18364.50586,16022849,400229
2017,591190,104,Myanmar,19253441935 ,2469927278 ,1,5514.157445,68945867478 ,67184236747 ,53382581,1360.358707,42.67139,3796.142578,931966,1982
2017,591190,124,Canada,432405117520 ,2469927278 ,0,7738.826043,1649878054227 ,1528243213982 ,36543321,1.297935846,79.54094,10617.70313,75354740,61851
2017,591190,144,Sri Lanka,21316172076 ,2469927278 ,0,7223.643864,87428125558 ,82401038710 ,21444000,152.4464139,59.82373,5840.512695,2569376,306
2017,591190,152,Chile,65257236198 ,2469927278 ,0,10991.43896,277044950259 ,250440136356 ,18470439,648.8337926,71.58185,18375.18164,17013842,25918
2017,591190,156,China,1843792938795 ,2469927278 ,6,6785.602904,12310409370893 ,11233276536737 ,1386395000,6.758755086,64.63936,955.651062,232647924,40497198
2017,591190,203,Czechia,162898931578 ,2469927278 ,0,3636.862626,218628940952 ,196272068576 ,10594438,23.37633333,76.38834,8262.0625,30510123,233610
2017,591190,251,France,613132553087 ,2469927278 ,0,4134.422324,2595151045198 ,2471285607082 ,66864379,,76.25038,8981.466797,64663745,134878
2017,591190,276,Germany,1167753276317 ,2469927278 ,0,4306.463787,3682602479929 ,3467498002104 ,82657002,,79.5543,8543.78418,143428520,2144072
2017,591190,320,Guatemala,18377914375 ,2469927278 ,0,7718.324586,71612352645 ,66053725049 ,16087418,7.34793875,61.95631,13029.69238,1495418,396
2017,591190,344,"China, Hong Kong SAR",589317409641 ,2469927278 ,0,6879.105037,341244161577 ,320837638329 ,7391700,7.79325,84.76059,2095.842529,43752191,1324056
2017,591190,360,Indonesia,156925129942 ,2469927278 ,0,8491.669584,1015618742566 ,931877364178 ,264645886,13380.83388,64.52893333,5291.683594,39543068,3251694
2017,591190,364,Iran,51612276867 ,2469927278 ,5,3841.907808,445345256459 ,417983583566 ,80673951,33226.29815,55.70786,6562.448242,8271567,100804
2017,591190,381,Italy,453582969038 ,2469927278 ,0,3746.464711,1961796197354 ,1875797463584 ,60536709,,71.82565,8982.65918,82269054,39524
2017,591190,392,Japan,671474268771 ,2469927278 ,2.5,7519.85047,4866864409658 ,4922538141455 ,126785797,112.1661411,78.02069667,1156.669556,121097957,9432152
2017,591190,398,Kazakhstan,29345907738 ,2469927278 ,5,4883.055142,166805800596 ,137278320084 ,18037776,326.0010227,74.84879,4227.771973,13953290,21401
2017,591190,414,Kuwait,33568329846 ,2469927278 ,5,5185.053438,120707220574 ,109419728567 ,4056099,0.303349758,59.96924,7181.024902,4922471,40300
2017,591190,458,Malaysia,194720148769 ,2469927278 ,0,8648.420764,319112136545 ,301255380276 ,31105028,4.300440878,78.27291,4614.067383,20191572,136056
2017,591190,484,Mexico,420369113272 ,2469927278 ,7.5,9007.56988,1158913035796 ,1078490651625 ,124777324,18.92651667,73.39408333,12066.00781,170026382,14344992
2017,591190,496,Mongolia,4337305039 ,2469927278 ,5,5921.807198,11425755280 ,11186734674 ,3113779,2439.777201,66.1351,2003.103271,227495,2516
2017,591190,528,Netherlands,450075522630 ,2469927278 ,0,4752.102002,833869641687 ,783528181705 ,17131296,,75.57281,8573.182617,36325500,188547
2017,591190,554,New Zealand,40128397719 ,2469927278 ,1,13865.20639,205415864858 ,188223664747 ,4793900,1.407408333,87.16633,10293.83691,8062593,57000
2017,591190,579,Norway,85525812090 ,2469927278 ,0,4336.715512,398393955269 ,368819929542 ,5276968,8.271666667,82.35614,7730.766602,12112345,5146
2017,591190,604,Peru,39763884637 ,2469927278 ,0,10283.84919,211007207484 ,191895943824 ,31444297,3.260488491,67.5175,16329.76465,9509101,102203
2017,591190,608,Philippines,101889431966 ,2469927278 ,0,8091.338198,328480738147 ,318627003966 ,105173264,50.40371979,59.25872,2615.750732,10801637,190938
2017,591190,616,Poland,217978575741 ,2469927278 ,0,3636.862878,526508877305 ,472630364208 ,37974826,3.779333333,77.68044,7753.967285,33372875,1037379
2017,591190,643,Russian Federation,228212749972 ,2469927278 ,5,3901.499179,1574199387071 ,1276786979222 ,144496740,58.34280119,75.21312667,6614.064453,48710094,596410
2017,591190,682,Saudi Arabia,134519106951 ,2469927278 ,5,4124.3371,688586244287 ,644935541446 ,33099147,3.75,59.44422,7557.271973,20506591,308086
2017,591190,699,India,444052307098 ,2469927278 ,10,6167.377606,2652754685835 ,2294797978292 ,1338658835,65.12156865,55.90158667,4692.671875,41876524,368442
2017,591190,702,Singapore,327709659599 ,2469927278 ,0,8789.166957,341863349989 ,318652334419 ,5612253,1.380925,85.44138,4676.682617,23136979,577013
2017,591190,704,Viet Nam,213215271369 ,2469927278 ,0,7032.622922,223779865815 ,205276172135 ,94596642,22370.08667,65.28861,2740.135254,66425657,2981441
2017,591190,710,South Africa,83030698712 ,2469927278 ,10,8169.026631,349554116684 ,296357282715 ,57000451,13.32380142,65.40686,13723.41309,21402082,8311
2017,591190,724,Spain,350921494220 ,2469927278 ,0,4433.218852,1312539279462 ,1232076017362 ,46593236,,77.63075,10012.6416,29511393,8836
2017,591190,757,Switzerland,267501427846 ,2469927278 ,0,3818.346501,679950481623 ,671309197478 ,8451840,0.984691667,76.42092,8878.165039,30617625,43379
2017,591190,784,United Arab Emirates,270954907547 ,2469927278 ,5,5539.106132,385605506855 ,357045064670 ,9487203,3.6725,77.43435,6909.236328,18063118,164778
2017,591190,792,Turkey,233799651234 ,2469927278 ,0,4352.060145,858988610574 ,869683121563 ,81101892,3.648132635,69.37882,7967.700684,29993797,311166
2017,591190,818,Egypt,66338749061 ,2469927278 ,5,4399.871622,235733695652 ,332441717791 ,96442593,17.78253352,55.47428,8497.368164,4494312,1650060
2017,591190,826,United Kingdom,641332371112 ,2469927278 ,0,4354.732563,2666229179958 ,2694283209613 ,66058859,0.776976682,83.34108,8875.389648,45404536,30155
2017,591190,842,USA,2405276626657 ,2469927278 ,0,7929.95526,19519353692000 ,18714960538000 ,324985539,1,83.35255333,11065.70215,422656472,1381996
2017,590390,36,Australia,228441691195 ,3688000720 ,0,10999.82917,1329188475752 ,1208846993740 ,24601860,1.304758077,80.22369,8329.652344,49249665,13823887
2017,590390,40,Austria,166475020975 ,3688000720 ,0,3488.321399,417237869116 ,395568644341 ,8797566,,78.85646,8289.029297,36483423,5093263
2017,590390,56,Belgium,406412223480 ,3688000720 ,0,3248.834389,502698069367 ,475739588765 ,11375158,,72.4092,8722.114258,21249760,542573
2017,590390,76,Brazil,150749493921 ,3688000720 ,26,9304.928955,2062831045936 ,1795700168991 ,207833831,3.191389446,55.38240333,18364.50586,19629521,361848
